DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2003-01-11,35-228,HOU,HOME,DEN,W (+2),1,15:52,2,5,.400,0,2,.000,0,0,,0,1,1,1,0,0,0,0,4,2.3,+17,Glen Rice
2003-02-18,35-266,HOU,AWAY,LAL,L (-7),0,35:27,2,8,.250,1,4,.250,0,0,,0,5,5,2,0,0,1,3,5,0.9,+13,Glen Rice
2003-02-19,35-267,HOU,AWAY,PHO,W (+18),0,24:42,8,11,.727,7,8,.875,0,0,,0,5,5,1,0,0,1,2,23,18.9,+18,Glen Rice
2003-02-21,35-269,HOU,HOME,DAL,L (-15),0,19:17,0,4,.000,0,3,.000,1,2,.500,1,2,3,0,0,0,2,0,1,-2.9,-11,Glen Rice
2003-02-22,35-270,HOU,HOME,MEM,W (+11),0,26:51,4,10,.400,2,2,1.000,2,2,1.000,2,1,3,1,0,0,2,2,12,6.2,0,Glen Rice
2003-02-24,35-272,HOU,AWAY,BOS,W (+6),0,18:52,2,4,.500,1,2,.500,0,0,,0,1,1,0,0,1,3,3,5,-0.2,-8,Glen Rice
2003-02-25,35-273,HOU,AWAY,NYK,L (-7),0,24:50,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,2,2,-0.8,-8,Glen Rice
2003-02-27,35-275,HOU,AWAY,WAS,L (-2),0,13:35,1,3,.333,1,3,.333,0,0,,0,2,2,0,0,0,0,0,3,1.9,-5,Glen Rice
2003-03-02,35-278,HOU,HOME,SAS,L (-9),0,26:37,6,12,.500,4,10,.400,3,3,1.000,0,2,2,0,0,0,1,3,19,11.4,+2,Glen Rice
2003-03-04,35-280,HOU,AWAY,DET,L (-13),0,22:01,1,2,.500,0,1,.000,0,0,,0,1,1,0,2,0,0,1,2,2.9,-10,Glen Rice
2003-03-05,35-281,HOU,AWAY,TOR,W (+2),0,9:08,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,+1,Glen Rice
2003-03-08,35-284,HOU,HOME,NJN,W (+12),0,22:41,4,8,.500,2,4,.500,2,2,1.000,0,3,3,0,0,0,1,1,12,7.5,+7,Glen Rice
2003-03-12,35-288,HOU,HOME,LAC,W (+4),0,33:33,9,16,.563,5,10,.500,2,3,.667,0,1,1,0,0,0,0,2,25,16.5,+13,Glen Rice
2003-03-14,35-290,HOU,HOME,CHI,W (+30),0,14:27,4,8,.500,4,7,.571,4,4,1.000,0,1,1,0,0,0,5,3,16,6.1,+8,Glen Rice
2003-03-16,35-292,HOU,HOME,PHO,W (+10),0,37:31,5,10,.500,3,6,.500,0,0,,1,3,4,1,0,0,1,1,13,8.9,+23,Glen Rice
2003-03-18,35-294,HOU,AWAY,SEA,L (-6),0,12:59,2,4,.500,2,4,.500,2,2,1.000,0,0,0,0,1,0,0,0,8,7.0,+3,Glen Rice
2003-03-19,35-295,HOU,AWAY,POR,L (-11),0,26:27,0,2,.000,0,2,.000,1,2,.500,0,0,0,1,0,0,0,0,1,-0.1,-2,Glen Rice
2003-03-21,35-297,HOU,AWAY,GSW,W (+10),0,21:15,2,6,.333,1,3,.333,2,3,.667,0,1,1,0,0,0,2,3,7,0.3,-6,Glen Rice
2003-03-23,35-299,HOU,AWAY,SAC,L (-1),0,24:54,3,6,.500,3,5,.600,0,0,,1,2,3,2,0,0,0,5,9,6.7,+6,Glen Rice
2003-03-24,35-300,HOU,AWAY,LAC,W (+18),0,15:38,6,7,.857,3,3,1.000,0,0,,2,1,3,1,0,0,1,1,15,13.5,+4,Glen Rice
2003-03-26,35-302,HOU,HOME,LAL,L (-3),0,22:08,4,8,.500,2,5,.400,1,1,1.000,0,0,0,0,0,0,2,0,11,5.0,-4,Glen Rice
2003-03-27,35-303,HOU,AWAY,SAS,L (-13),0,15:04,1,3,.333,0,2,.000,0,0,,0,0,0,0,1,0,0,1,2,0.9,-7,Glen Rice
2003-03-29,35-305,HOU,HOME,DEN,W (+13),0,15:32,3,4,.750,2,3,.667,0,0,,0,3,3,3,2,0,1,2,8,9.6,+2,Glen Rice
2003-03-31,35-307,HOU,AWAY,NJN,L (-24),0,22:48,2,6,.333,1,3,.333,0,0,,0,0,0,0,0,0,1,2,5,-0.2,-13,Glen Rice
2003-04-02,35-309,HOU,AWAY,MIL,L (-7),0,22:21,3,9,.333,2,6,.333,0,0,,0,0,0,1,0,0,1,3,8,1.4,-4,Glen Rice
2003-04-04,35-311,HOU,AWAY,PHI,W (+9),0,9:00,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,1,0,-2.1,-10,Glen Rice
2003-04-06,35-313,HOU,HOME,ORL,W (+21),0,22:35,4,9,.444,3,7,.429,0,0,,0,1,1,3,0,0,1,1,11,7.3,+18,Glen Rice
2003-04-08,35-315,HOU,HOME,POR,L (-15),0,16:35,3,6,.500,2,4,.500,0,0,,0,0,0,0,0,0,1,1,8,3.6,-14,Glen Rice
2003-04-09,35-316,HOU,AWAY,UTA,L (-21),0,21:36,3,9,.333,0,4,.000,3,5,.600,0,0,0,1,0,0,1,2,9,2.0,-8,Glen Rice
2003-04-12,35-319,HOU,HOME,SEA,W (+15),0,19:58,6,10,.600,3,5,.600,0,0,,1,4,5,1,1,0,1,2,15,12.2,-10,Glen Rice
2003-04-15,35-322,HOU,HOME,MEM,W (+11),0,22:12,1,5,.200,1,5,.200,0,0,,0,1,1,3,0,0,0,0,3,2.3,-4,Glen Rice
2003-04-16,35-323,HOU,AWAY,DEN,W (+5),0,27:02,5,12,.417,3,8,.375,1,1,1.000,0,3,3,0,1,0,1,1,14,8.1,-6,Glen Rice
2003-11-18,36-174,LAC,AWAY,CLE,L (-8),0,6:41,1,6,.167,1,2,.500,0,0,,2,0,2,1,0,0,0,2,3,0.5,+5,Glen Rice
2003-11-19,36-175,LAC,AWAY,IND,L (-13),0,18:34,0,3,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,2,0,-1.9,-6,Glen Rice
2003-11-22,36-178,LAC,AWAY,MIN,L (-12),0,21:46,1,4,.250,0,1,.000,0,0,,1,1,2,5,1,0,0,0,2,5.1,+9,Glen Rice
2003-11-24,36-180,LAC,HOME,HOU,L (-15),0,9:11,0,1,.000,0,1,.000,0,0,,1,1,2,1,0,0,1,1,0,-0.4,-7,Glen Rice
2003-11-29,36-185,LAC,HOME,DEN,L (-12),0,11:34,1,5,.200,1,2,.500,2,2,1.000,0,1,1,0,0,0,0,2,5,1.4,+4,Glen Rice
2003-12-10,36-196,LAC,HOME,DAL,W (+1),0,19:39,3,9,.333,0,4,.000,0,0,,1,5,6,1,1,0,0,0,6,4.8,+17,Glen Rice
2003-12-13,36-199,LAC,HOME,PHO,W (+15),0,16:54,1,5,.200,0,0,,3,3,1.000,2,3,5,1,0,0,1,2,5,3.1,+9,Glen Rice
2003-12-15,36-201,LAC,HOME,NOH,W (+29),0,14:49,3,7,.429,1,2,.500,0,0,,0,2,2,2,1,0,0,1,7,5.9,+6,Glen Rice
2003-12-19,36-205,LAC,AWAY,HOU,L (-14),0,3:14,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-1.1,-3,Glen Rice
2003-12-20,36-206,LAC,AWAY,DAL,W (+10),0,23:24,3,7,.429,1,4,.250,2,2,1.000,0,3,3,3,1,0,1,3,9,7.1,+5,Glen Rice
2003-12-23,36-209,LAC,AWAY,SAS,L (-21),0,11:23,1,4,.250,0,2,.000,2,2,1.000,0,1,1,1,0,0,2,1,4,0.2,-7,Glen Rice
2003-12-26,36-212,LAC,HOME,PHI,W (+3),0,4:42,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-4,Glen Rice
2003-12-28,36-214,LAC,HOME,TOR,L (-6),0,6:40,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,2,0,-2.5,-5,Glen Rice
2004-01-04,36-221,LAC,HOME,LAL,W (+3),0,15:24,2,3,.667,0,1,.000,2,2,1.000,1,3,4,2,0,0,0,1,6,7.3,-5,Glen Rice
2004-01-06,36-223,LAC,AWAY,NJN,L (-17),0,18:49,1,4,.250,0,2,.000,0,0,,0,2,2,1,0,0,0,2,2,0.1,-3,Glen Rice
2004-01-07,36-224,LAC,AWAY,PHI,L (-20),0,23:26,2,7,.286,0,2,.000,2,2,1.000,1,4,5,1,1,0,1,1,6,4.1,+9,Glen Rice
2004-01-09,36-226,LAC,AWAY,TOR,W (+10),0,27:19,3,7,.429,1,3,.333,4,4,1.000,0,4,4,1,0,0,4,1,11,4.8,+2,Glen Rice
2004-01-11,36-228,LAC,HOME,MEM,L (-1),0,7:02,0,0,,0,0,,0,0,,0,1,1,2,1,0,1,0,0,1.7,-1,Glen Rice
1999-11-02,32-158,LAL,AWAY,UTA,W (+7),1,40:11,8,13,.615,5,6,.833,7,7,1.000,1,5,6,3,2,0,4,5,28,22.4,+11,Glen Rice
1999-11-03,32-159,LAL,HOME,VAN,W (+15),1,34:44,8,13,.615,0,1,.000,1,1,1.000,0,6,6,5,0,0,1,3,17,14.2,+14,Glen Rice
1999-11-06,32-162,LAL,AWAY,POR,L (-15),1,35:38,5,11,.455,0,2,.000,4,5,.800,1,1,2,2,0,0,0,1,14,9.9,-17,Glen Rice
1999-11-07,32-163,LAL,HOME,DAL,W (+8),1,39:36,8,17,.471,2,5,.400,2,2,1.000,2,2,4,7,0,0,2,5,20,14.2,+10,Glen Rice
1999-11-09,32-165,LAL,AWAY,DAL,W (+22),1,33:03,8,12,.667,2,2,1.000,3,3,1.000,0,4,4,3,0,0,0,1,21,18.7,+21,Glen Rice
1999-11-10,32-166,LAL,AWAY,HOU,W (+1),1,42:57,8,15,.533,1,2,.500,7,9,.778,1,6,7,2,0,0,4,1,24,15.4,+9,Glen Rice
1999-11-12,32-168,LAL,HOME,HOU,L (-16),1,33:42,2,12,.167,0,2,.000,7,8,.875,0,4,4,1,0,0,1,1,11,3.5,-23,Glen Rice
1999-11-14,32-170,LAL,HOME,ATL,W (+5),1,24:00,4,8,.500,0,2,.000,6,6,1.000,1,2,3,2,2,0,1,1,14,13.3,+12,Glen Rice
1999-11-15,32-171,LAL,AWAY,PHO,W (+9),1,36:26,6,16,.375,0,2,.000,11,12,.917,2,3,5,0,1,0,2,2,23,14.3,+5,Glen Rice
1999-11-18,32-174,LAL,AWAY,DEN,L (-11),1,31:46,1,8,.125,0,1,.000,2,2,1.000,1,1,2,4,0,0,3,2,4,-1.2,-3,Glen Rice
1999-11-19,32-175,LAL,HOME,CHI,W (+8),1,30:45,5,8,.625,0,1,.000,7,9,.778,0,2,2,2,1,0,3,2,17,11.8,+13,Glen Rice
1999-11-21,32-177,LAL,HOME,TOR,L (-9),1,41:39,10,21,.476,3,7,.429,6,7,.857,0,7,7,1,0,0,2,5,29,16.7,-1,Glen Rice
1999-11-24,32-180,LAL,HOME,UTA,W (+8),1,38:45,5,11,.455,1,2,.500,10,13,.769,1,4,5,3,0,0,5,1,21,12.7,+15,Glen Rice
1999-11-26,32-182,LAL,HOME,NJN,W (+23),1,30:42,1,7,.143,1,1,1.000,4,4,1.000,0,5,5,1,1,1,0,2,7,5.6,+14,Glen Rice
1999-11-30,32-186,LAL,AWAY,SEA,W (+24),1,32:38,6,14,.429,1,3,.333,6,6,1.000,0,4,4,4,1,0,1,2,19,14.8,+20,Glen Rice
1999-12-01,32-187,LAL,HOME,GSW,W (+18),1,27:11,4,16,.250,0,4,.000,2,2,1.000,0,4,4,1,0,0,1,1,10,0.9,+14,Glen Rice
1999-12-03,32-189,LAL,HOME,POR,W (+13),1,34:27,4,14,.286,1,6,.167,3,4,.750,1,7,8,0,0,0,2,1,12,3.8,+5,Glen Rice
1999-12-05,32-191,LAL,HOME,ORL,W (+17),1,30:23,7,13,.538,2,4,.500,8,8,1.000,0,4,4,1,2,0,3,1,24,18.2,+13,Glen Rice
1999-12-07,32-193,LAL,HOME,WAS,W (+11),1,33:50,5,14,.357,1,1,1.000,4,5,.800,2,6,8,1,0,0,1,3,15,8.5,+7,Glen Rice
1999-12-08,32-194,LAL,AWAY,SAC,L (-12),1,34:06,3,12,.250,0,2,.000,6,6,1.000,1,5,6,1,0,0,1,3,12,5.5,-12,Glen Rice
1999-12-11,32-197,LAL,AWAY,VAN,W (+12),1,32:31,5,15,.333,0,3,.000,12,13,.923,0,5,5,0,0,1,1,3,22,13.1,+5,Glen Rice
1999-12-12,32-198,LAL,HOME,DET,W (+8),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Glen Rice
1999-12-14,32-200,LAL,HOME,LAC,W (+27),1,17:34,8,11,.727,0,1,.000,1,3,.333,0,1,1,0,0,0,1,2,17,10.2,+15,Glen Rice
1999-12-16,32-202,LAL,AWAY,ATL,W (+7),1,32:13,5,17,.294,0,1,.000,1,1,1.000,0,2,2,4,0,0,1,2,11,2.7,+11,Glen Rice
1999-12-17,32-203,LAL,AWAY,MIN,W (+9),1,35:28,7,13,.538,1,2,.500,8,9,.889,1,4,5,2,0,0,2,2,23,16.8,-1,Glen Rice
1999-12-19,32-205,LAL,AWAY,TOR,W (+6),1,34:16,6,11,.545,2,3,.667,8,8,1.000,0,3,3,4,2,0,0,2,22,21.6,+8,Glen Rice
1999-12-20,32-206,LAL,AWAY,BOS,W (+9),1,23:15,3,9,.333,0,2,.000,3,4,.750,0,2,2,1,1,1,2,3,9,3.3,-2,Glen Rice
1999-12-25,32-211,LAL,HOME,SAS,W (+6),1,35:45,9,17,.529,0,2,.000,7,9,.778,0,1,1,4,1,0,1,2,25,18.2,-8,Glen Rice
1999-12-27,32-213,LAL,HOME,DAL,W (+2),1,29:38,4,10,.400,0,1,.000,1,3,.333,2,6,8,0,0,1,1,3,9,4.5,+13,Glen Rice
1999-12-29,32-215,LAL,HOME,PHO,W (+16),1,30:40,7,11,.636,1,2,.500,0,1,.000,1,2,3,5,1,0,3,2,15,11.7,+14,Glen Rice
2000-01-04,32-221,LAL,AWAY,LAC,W (+24),1,28:01,6,15,.400,0,2,.000,7,8,.875,1,3,4,3,0,0,1,2,19,12.4,+10,Glen Rice
2000-01-05,32-222,LAL,HOME,LAC,W (+17),1,27:04,3,12,.250,1,3,.333,0,0,,1,1,2,3,0,1,2,0,7,1.6,+1,Glen Rice
2000-01-07,32-224,LAL,HOME,CHH,W (+4),1,38:02,3,8,.375,2,2,1.000,9,9,1.000,2,6,8,3,3,0,2,2,17,18.1,+7,Glen Rice
2000-01-08,32-225,LAL,AWAY,SEA,W (+10),1,27:16,6,10,.600,2,6,.333,10,10,1.000,0,3,3,1,2,0,3,3,24,18.8,+6,Glen Rice
2000-01-10,32-227,LAL,HOME,DEN,W (+35),1,28:04,6,18,.333,0,3,.000,7,9,.778,4,2,6,7,0,0,0,1,19,15.9,+31,Glen Rice
2000-01-12,32-229,LAL,AWAY,MIL,W (+9),1,35:36,6,11,.545,3,3,1.000,5,7,.714,0,4,4,3,1,0,3,3,20,14.0,-2,Glen Rice
2000-01-14,32-231,LAL,AWAY,IND,L (-9),1,32:27,9,20,.450,3,8,.375,2,2,1.000,0,5,5,2,0,0,2,1,23,13.1,-14,Glen Rice
2000-01-15,32-232,LAL,AWAY,MIN,W (+13),1,28:21,6,10,.600,2,3,.667,3,3,1.000,0,0,0,2,0,0,3,3,17,9.6,+4,Glen Rice
2000-01-17,32-234,LAL,HOME,SEA,L (-1),1,38:30,4,13,.308,2,6,.333,3,4,.750,0,3,3,3,0,1,4,5,13,2.8,-2,Glen Rice
2000-01-19,32-236,LAL,HOME,CLE,W (+9),1,35:15,3,13,.231,1,4,.250,10,13,.769,0,4,4,2,0,1,0,3,17,10.0,+7,Glen Rice
2000-01-22,32-239,LAL,HOME,POR,L (-4),1,36:01,4,14,.286,0,1,.000,4,4,1.000,0,2,2,0,0,0,1,2,12,2.6,-7,Glen Rice
2000-01-24,32-241,LAL,AWAY,UTA,L (-4),1,45:31,8,17,.471,1,3,.333,3,4,.750,1,5,6,2,0,1,2,2,20,12.4,-6,Glen Rice
2000-01-28,32-245,LAL,HOME,MIL,W (+28),1,27:07,7,13,.538,3,6,.500,2,3,.667,1,4,5,2,1,0,4,3,19,11.4,+14,Glen Rice
2000-01-30,32-247,LAL,AWAY,HOU,L (-6),1,33:48,1,7,.143,0,0,,5,5,1.000,1,4,5,3,1,0,1,3,7,5.3,-6,Glen Rice
2000-02-01,32-249,LAL,AWAY,SAS,L (-24),1,23:02,2,7,.286,1,2,.500,0,0,,0,2,2,3,0,0,0,3,5,2.4,-10,Glen Rice
2000-02-04,32-252,LAL,HOME,UTA,W (+46),1,25:57,3,6,.500,3,5,.600,11,14,.786,0,3,3,1,0,1,0,1,20,17.7,+24,Glen Rice
2000-02-07,32-255,LAL,HOME,DEN,W (+8),1,25:05,5,12,.417,1,2,.500,0,0,,0,5,5,0,0,0,0,1,11,5.7,-2,Glen Rice
2000-02-09,32-257,LAL,HOME,MIN,W (+33),1,26:27,0,6,.000,0,2,.000,7,7,1.000,2,2,4,1,1,0,1,2,7,4.7,+15,Glen Rice
2000-02-15,32-263,LAL,AWAY,CHI,W (+12),1,25:27,6,12,.500,1,2,.500,0,0,,1,2,3,1,1,1,0,3,13,9.5,0,Glen Rice
2000-02-16,32-264,LAL,AWAY,CHH,W (+7),1,36:10,8,15,.533,1,2,.500,4,5,.800,1,7,8,1,0,0,1,2,21,15.0,+1,Glen Rice
2000-02-18,32-266,LAL,AWAY,ORL,W (+8),1,38:52,9,18,.500,2,4,.500,6,6,1.000,0,3,3,0,2,0,3,2,26,16.1,+12,Glen Rice
2000-02-20,32-268,LAL,AWAY,PHI,W (+3),1,39:36,7,11,.636,2,5,.400,2,4,.500,0,3,3,5,3,0,3,3,18,15.5,+5,Glen Rice
2000-02-22,32-270,LAL,AWAY,NJN,W (+8),1,33:39,5,13,.385,1,3,.333,4,4,1.000,0,6,6,2,1,0,2,3,15,8.9,+2,Glen Rice
2000-02-23,32-271,LAL,AWAY,CLE,W (+18),1,31:05,4,11,.364,2,3,.667,4,4,1.000,0,2,2,2,1,0,1,0,14,9.9,+9,Glen Rice
2000-02-25,32-273,LAL,HOME,BOS,W (+13),1,25:31,7,12,.583,0,2,.000,6,6,1.000,1,0,1,0,0,0,1,1,20,13.7,+15,Glen Rice
2000-02-27,32-275,LAL,HOME,HOU,W (+16),1,27:30,6,11,.545,3,5,.600,2,2,1.000,0,3,3,1,0,1,0,3,17,12.8,+17,Glen Rice
2000-02-29,32-277,LAL,AWAY,POR,W (+3),1,27:46,3,9,.333,1,3,.333,2,2,1.000,0,0,0,1,1,0,1,1,9,4.2,-2,Glen Rice
2000-03-01,32-278,LAL,HOME,VAN,W (+12),1,27:13,4,9,.444,0,2,.000,0,1,.000,1,0,1,1,0,0,1,1,8,2.9,+7,Glen Rice
2000-03-03,32-280,LAL,HOME,IND,W (+15),1,29:19,3,10,.300,0,1,.000,2,2,1.000,2,1,3,1,1,1,1,2,8,4.5,+10,Glen Rice
2000-03-05,32-282,LAL,HOME,MIA,W (+13),1,35:08,8,16,.500,0,3,.000,7,8,.875,1,9,10,3,1,0,0,4,23,19.5,+11,Glen Rice
2000-03-06,32-283,LAL,AWAY,LAC,W (+20),1,27:22,6,14,.429,1,3,.333,3,4,.750,1,3,4,3,1,0,0,1,16,12.5,+8,Glen Rice
2000-03-09,32-286,LAL,AWAY,GSW,W (+17),1,26:07,3,10,.300,2,3,.667,2,2,1.000,1,3,4,2,1,0,0,2,10,7.4,+18,Glen Rice
2000-03-12,32-289,LAL,HOME,SAC,W (+3),1,25:50,3,11,.273,0,2,.000,0,0,,3,2,5,2,1,0,2,4,6,1.0,-16,Glen Rice
2000-03-13,32-290,LAL,AWAY,DEN,W (+10),1,33:19,6,13,.462,2,2,1.000,6,6,1.000,0,3,3,3,1,0,0,2,20,16.5,+2,Glen Rice
2000-03-16,32-293,LAL,AWAY,WAS,L (-7),1,38:28,9,17,.529,2,3,.667,2,2,1.000,2,3,5,3,0,0,0,4,22,16.5,-9,Glen Rice
2000-03-17,32-294,LAL,AWAY,DET,W (+28),1,28:28,8,12,.667,1,3,.333,2,2,1.000,0,5,5,3,1,0,0,3,19,17.2,+11,Glen Rice
2000-03-19,32-296,LAL,AWAY,NYK,W (+7),1,33:13,3,10,.300,0,2,.000,0,1,.000,2,2,4,2,0,0,1,3,6,1.0,+1,Glen Rice
2000-03-20,32-297,LAL,AWAY,MIA,W (+11),1,42:21,7,15,.467,3,6,.500,11,12,.917,0,7,7,3,1,0,4,4,28,19.5,+15,Glen Rice
2000-03-22,32-299,LAL,HOME,GSW,W (+23),1,20:47,5,9,.556,0,3,.000,7,8,.875,0,1,1,5,1,0,0,2,17,16.3,+16,Glen Rice
2000-03-24,32-301,LAL,HOME,PHO,W (+8),1,27:50,1,6,.167,0,1,.000,0,1,.000,0,1,1,1,0,0,0,1,2,-1.6,+8,Glen Rice
2000-03-26,32-303,LAL,AWAY,SAC,W (+1),1,37:00,6,18,.333,2,3,.667,4,4,1.000,1,9,10,1,0,0,0,2,18,11.1,+5,Glen Rice
2000-03-29,32-306,LAL,AWAY,VAN,W (+9),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Glen Rice
2000-03-31,32-308,LAL,HOME,PHI,W (+12),1,22:23,2,7,.286,0,3,.000,4,5,.800,1,1,2,3,0,0,3,5,8,1.6,-1,Glen Rice
2000-04-02,32-310,LAL,HOME,NYK,W (+24),1,28:08,5,9,.556,0,2,.000,2,2,1.000,0,1,1,2,0,0,1,1,12,8.0,+1,Glen Rice
2000-04-04,32-312,LAL,AWAY,PHO,W (+1),1,28:55,4,13,.308,0,0,,2,2,1.000,1,6,7,2,0,0,1,0,10,5.4,-4,Glen Rice
2000-04-05,32-313,LAL,AWAY,GSW,W (+7),1,28:46,3,7,.429,0,1,.000,0,0,,0,4,4,2,2,0,1,3,6,4.7,-7,Glen Rice
2000-04-08,32-316,LAL,HOME,SAS,L (-18),1,28:54,5,14,.357,3,3,1.000,4,4,1.000,2,1,3,3,0,0,0,1,17,12.6,-10,Glen Rice
2000-04-10,32-318,LAL,HOME,SEA,W (+3),1,34:06,7,18,.389,0,2,.000,14,15,.933,2,7,9,3,0,0,1,2,28,21.6,+12,Glen Rice
2000-04-14,32-322,LAL,HOME,SAC,W (+7),1,34:10,8,13,.615,3,5,.600,5,5,1.000,0,3,3,1,1,0,4,3,24,15.5,+3,Glen Rice
2000-04-16,32-324,LAL,HOME,MIN,W (+6),1,29:54,3,10,.300,1,3,.333,4,4,1.000,1,3,4,2,2,0,1,3,11,8.0,+1,Glen Rice
2000-04-18,32-326,LAL,AWAY,DAL,L (-10),1,35:21,7,15,.467,1,5,.200,0,0,,1,0,1,4,0,0,1,4,15,8.2,+6,Glen Rice
2000-04-19,32-327,LAL,AWAY,SAS,L (-5),1,22:08,6,11,.545,1,5,.200,0,1,.000,0,4,4,3,0,0,2,0,13,8.6,+4,Glen Rice
