SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2003-04,27.0,WAS,NBA,C,1.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,103.0,Jahidi White
2003-04,27.0,PHO,NBA,C,61.0,17.0,861.0,6.0,11.4,0.524,0.0,0.0,0.0,6.0,11.4,0.524,3.8,7.6,0.5,5.8,9.9,15.7,0.4,1.5,3.0,3.9,10.6,15.7,97.0,102.0,Jahidi White
2004-05,28.0,CHA,NBA,C,17.0,0.0,135.0,5.4,11.9,0.452,0.0,0.0,0.0,5.4,11.9,0.452,5.4,15.4,0.35,4.2,8.9,13.1,0.4,0.8,4.6,4.2,11.9,16.2,79.0,104.0,Jahidi White
1993-94,22.0,SAS,NBA,PG,40.0,4.0,339.0,3.9,12.9,0.305,1.6,4.7,0.333,2.4,8.2,0.288,1.9,2.4,0.8,0.8,3.8,4.6,8.3,1.7,0.2,5.8,8.3,11.3,80.0,107.0,Chris Whitney
1994-95,23.0,SAS,NBA,PG,25.0,0.0,179.0,4.0,13.3,0.298,0.9,5.4,0.158,3.1,7.9,0.393,3.1,3.1,1.0,1.1,2.6,3.7,7.9,1.1,0.0,5.1,9.6,11.9,84.0,110.0,Chris Whitney
1995-96,24.0,WSB,NBA,PG,21.0,0.0,335.0,6.9,15.1,0.455,2.9,6.7,0.432,4.0,8.4,0.473,6.3,6.7,0.932,0.3,4.7,5.0,7.8,2.8,0.2,3.5,7.0,22.9,122.0,107.0,Chris Whitney
1996-97,25.0,WSB,NBA,PG,82.0,1.0,1117.0,6.5,15.4,0.421,2.7,7.6,0.356,3.8,7.8,0.485,4.4,5.3,0.832,0.6,4.2,4.8,8.5,2.3,0.2,3.2,4.7,20.0,114.0,106.0,Chris Whitney
1997-98,26.0,WAS,NBA,PG,82.0,6.0,1073.0,6.1,17.3,0.355,2.5,8.2,0.308,3.6,9.1,0.398,5.7,6.3,0.915,0.8,4.8,5.6,9.5,1.7,0.3,3.2,5.2,20.6,110.0,107.0,Chris Whitney
1998-99,27.0,WAS,NBA,PG,39.0,1.0,441.0,7.8,18.9,0.41,3.9,11.5,0.337,3.9,7.4,0.525,3.3,3.8,0.871,1.0,4.7,5.7,8.4,2.2,0.2,4.4,5.9,22.7,105.0,105.0,Chris Whitney
1999-00,28.0,WAS,NBA,PG,82.0,15.0,1627.0,6.9,16.6,0.417,3.1,8.1,0.376,3.8,8.5,0.455,3.6,4.2,0.848,0.6,3.6,4.3,10.0,1.7,0.2,3.4,5.3,20.4,113.0,109.0,Chris Whitney
2000-01,29.0,WAS,NBA,PG,59.0,31.0,1532.0,6.2,15.9,0.387,3.1,8.4,0.375,3.0,7.5,0.401,3.4,3.8,0.894,0.4,3.2,3.6,8.4,1.9,0.1,3.5,5.1,18.9,107.0,110.0,Chris Whitney
2001-02,30.0,WAS,NBA,PG,82.0,81.0,2171.0,6.9,16.4,0.418,3.3,8.1,0.406,3.6,8.3,0.429,3.9,4.4,0.88,0.3,3.5,3.8,7.9,1.8,0.2,2.1,4.6,20.8,119.0,109.0,Chris Whitney
2002-03,31.0,TOT,NBA,PG,51.0,21.0,1052.0,6.2,17.4,0.355,2.5,8.2,0.305,3.7,9.2,0.4,2.8,3.4,0.826,0.1,3.2,3.3,7.2,1.4,0.1,3.5,4.6,17.7,95.0,107.0,Chris Whitney
2002-03,31.0,DEN,NBA,PG,29.0,20.0,762.0,6.5,18.1,0.36,3.0,8.9,0.336,3.5,9.2,0.383,3.2,3.9,0.807,0.1,3.1,3.2,8.6,1.2,0.1,3.8,5.3,19.2,98.0,106.0,Chris Whitney
2002-03,31.0,ORL,NBA,PG,22.0,1.0,290.0,5.3,15.6,0.341,1.2,6.4,0.194,4.1,9.2,0.442,2.0,2.1,0.917,0.4,3.4,3.7,3.7,2.1,0.2,2.8,2.7,13.9,84.0,107.0,Chris Whitney
2003-04,32.0,WAS,NBA,PG,16.0,5.0,186.0,4.8,12.6,0.378,2.2,5.0,0.444,2.5,7.6,0.333,1.4,1.4,1.0,0.8,3.4,4.2,3.9,1.7,0.6,1.7,1.7,13.1,106.0,108.0,Chris Whitney
